name,type,parent,,
Fruitville,city,Sarasota,,
Gulf Gate Estates,city,Sarasota,,
Hidden River,city,Sarasota,,
Honore,city,Sarasota,,
Kensington Park,city,Sarasota,,
Lake Sarasota,city,Sarasota,,
Laurel,city,Sarasota,,
Longboat Key,city,Sarasota,,
Manasota,city,Sarasota,,
Manasota Beach,city,Sarasota,,
Nokomis,city,Sarasota,,
Nokomis Beach,city,Sarasota,,
North Port,city,Sarasota,,
North Sarasota,city,Sarasota,,
Old Myakka,city,Sarasota,,
Osprey,city,Sarasota,,
Pinecraft,city,Sarasota,,
Plantation,city,Sarasota,,
Point O’Rocks,city,Sarasota,,
Ridge Wood Heights,city,Sarasota,,
Sarasota,city,Sarasota,,
Sarasota Heights,city,Sarasota,,
Sarasota Springs,city,Sarasota,,
Shiney Town,city,Sarasota,,
Siesta Key,city,Sarasota,,
South Gate Ridge,city,Sarasota,,
South Sarasota,city,Sarasota,,
South Trail,city,Sarasota,,
South Venice,city,Sarasota,,
Southgate,city,Sarasota,,
Sunnyland,city,Sarasota,,
Tarpon Point,city,Sarasota,,
Tatum,city,Sarasota,,
The Meadows,city,Sarasota,,
Utopia,city,Sarasota,,
Vamo,city,Sarasota,,
Venice,city,Sarasota,,
Venice Beach,city,Sarasota,,
Venice East,city,Sarasota,,
Venice Gardens,city,Sarasota,,
Venice Groves,city,Sarasota,,
Warm Mineral Springs,city,Sarasota,,
White Beach,city,Sarasota,,
Woodmere,city,Sarasota,,
Alderene Park,city,Seminole,,
Altamonte Springs,city,Seminole,,
Astor Farms,city,Seminole,,
Beck Hammock,city,Seminole,,
Bel-Air,city,Seminole,,
Bertha,city,Seminole,,
Black Hammock,city,Seminole,,
Bookertown,city,Seminole,,
Cameron City,city,Seminole,,
Canaan,city,Seminole,,
Casselberry,city,Seminole,,
Chuluota,city,Seminole,,
Dreamworld,city,Seminole,,
Elder Springs,city,Seminole,,
Fairlane Estates,city,Seminole,,
Fern Park,city,Seminole,,
Forest City,city,Seminole,,
Gabriella,city,Seminole,,
Geigers Landing,city,Seminole,,
Geneva,city,Seminole,,
Goldenrod,city,Seminole,,
Greenbriar,city,Seminole,,
Heathrow,city,Seminole,,
Highland Park,city,Seminole,,
Indian Mound Village,city,Seminole,,
Jamestown,city,Seminole,,
Jones Landing,city,Seminole,,
Lake Charm,city,Seminole,,
Lake Mary,city,Seminole,,
Lake Monroe,city,Seminole,,
Lock Arbor,city,Seminole,,
Longdale,city,Seminole,,
Longwood,city,Seminole,,
Midway,city,Seminole,,
Mullet Lake Park,city,Seminole,,
Neheb,city,Seminole,,
New Upsala,city,Seminole,,
Orienta Gardens,city,Seminole,,
Osceola,city,Seminole,,
Oviedo,city,Seminole,,
Palm Shadows,city,Seminole,,
Paola,city,Seminole,,
Pinecrest,city,Seminole,,
Ravenna Park,city,Seminole,,
Saint Johns River Estates,city,Seminole,,
Saint Josephs,city,Seminole,,
Sanford,city,Seminole,,
Sanford Farms,city,Seminole,,
Sanlando Springs,city,Seminole,,
Sanlanta,city,Seminole,,
Slavia,city,Seminole,,
Snow Hill,city,Seminole,,
Sylvan Lake,city,Seminole,,
Wagner,city,Seminole,,
Weathersfield,city,Seminole,,
Wekiva Springs,city,Seminole,,
Wekiwa Springs,city,Seminole,,
Whethersfield,city,Seminole,,
Whites Landing,city,Seminole,,
Winter Springs,city,Seminole,,
Woodruff Springs,city,Seminole,,
Wynwood,city,Seminole,,
Hutchinson Island South,city,Saint Lucie,,
Adamsville,city,Sumter,,
Bamboo,city,Sumter,,
Bay Hill,city,Sumter,,
Bevilles Corner,city,Sumter,,
Bushnell,city,Sumter,,
Carlson,city,Sumter,,
Center Hill,city,Sumter,,
Cherry Lake,city,Sumter,,
Coleman,city,Sumter,,
Croom-A-Coochie,city,Sumter,,
Cumpressco,city,Sumter,,
Lake Panasoffkee,city,Sumter,,
Lincoln Park,city,Sumter,,
Linden,city,Sumter,,
Long Hammock,city,Sumter,,
Mabel,city,Sumter,,
Moreland Park,city,Sumter,,
Oak Grove,city,Sumter,,
Orange Home,city,Sumter,,
Oxford,city,Sumter,,
Panacoochee Retreats,city,Sumter,,
Royal,city,Sumter,,
Rutland,city,Sumter,,
Saint Catherine,city,Sumter,,
Sumterville,city,Sumter,,
Tarrytown,city,Sumter,,
The Villages,city,Sumter,,
Wahoo,city,Sumter,,
Webster,city,Sumter,,
Wildwood,city,Sumter,,
Beachville,city,Suwannee,,
Branford,city,Suwannee,,
Dell,city,Suwannee,,
Dickert,city,Suwannee,,
Dowling Park,city,Suwannee,,
Ellaville,city,Suwannee,,
Falmouth,city,Suwannee,,
Fort Union,city,Suwannee,,
Hildreth,city,Suwannee,,
Houston,city,Suwannee,,
Lancaster,city,Suwannee,,
Live Oak,city,Suwannee,,
Luraville,city,Suwannee,,
McAlpin,city,Suwannee,,
Mercer,city,Suwannee,,
Newburn,city,Suwannee,,
O’Brien,city,Suwannee,,
Padlock,city,Suwannee,,
Pine Mount,city,Suwannee,,
Rixford,city,Suwannee,,
Sandy Point,city,Suwannee,,
Slade,city,Suwannee,,
Starr,city,Suwannee,,
Suwannee,city,Suwannee,,
Suwannee Springs,city,Suwannee,,
Wellborn,city,Suwannee,,
Athena,city,Taylor,,
Boyd,city,Taylor,,
Bucell Junction,city,Taylor,,
Cabbage Grove,city,Taylor,,
Carbur,city,Taylor,,
Clara,city,Taylor,,
Dekle Beach,city,Taylor,,
Eridu,city,Taylor,,
Fenholloway,city,Taylor,,
Fish Creek,city,Taylor,,
Foley,city,Taylor,,
Hampton Springs,city,Taylor,,
Iddo,city,Taylor,,
Keaton Beach,city,Taylor,,
Nutall Rise,city,Taylor,,
Perry,city,Taylor,,
Pinland,city,Taylor,,
Salem,city,Taylor,,
Scanlon,city,Taylor,,
Secotan,city,Taylor,,
Shady Grove,city,Taylor,,
Steinhatchee,city,Taylor,,
Tennille,city,Taylor,,
Browns Still,city,Union,,
Cliftonville,city,Union,,
Danville,city,Union,,
Dukes,city,Union,,
Ellerbee,city,Union,,
Guilford,city,Union,,
Johnstown,city,Union,,
Lake Butler,city,Union,,
Miller,city,Union,,
Providence,city,Union,,
Raiford,city,Union,,
Worthington Springs,city,Union,,
Alamana,city,Volusia,,
Allandale,city,Volusia,,
Ariel,city,Volusia,,
Barberville,city,Volusia,,
Benson Junction,city,Volusia,,
Beresford,city,Volusia,,
Bethune Beach,city,Volusia,,
Blue Springs Landing,city,Volusia,,
Bluffton,city,Volusia,,
Cassadaga,city,Volusia,,
Connorsville,city,Volusia,,
Conrad,city,Volusia,,
Cow Creek,city,Volusia,,
Creighton,city,Volusia,,
Cypress Lake Estates,city,Volusia,,
Daisy Lake,city,Volusia,,
Daytona Beach,city,Volusia,,
Daytona Beach Shores,city,Volusia,,
Daytona Highridge Estates,city,Volusia,,
Daytona Park Estates,city,Volusia,,
De Land Highlands,city,Volusia,,
De Leon Springs,city,Volusia,,
De Leon Springs Heights,city,Volusia,,
DeBary,city,Volusia,,
DeLand,city,Volusia,,
DeLand Highlands,city,Volusia,,
Deltona,city,Volusia,,
Edgewater,city,Volusia,,
Edgewater Junction,city,Volusia,,
Eldora,city,Volusia,,
Eldridge,city,Volusia,,
Ellinor Village,city,Volusia,,
Emporia,city,Volusia,,
Enterprise,city,Volusia,,
Farmton,city,Volusia,,
Fatio,city,Volusia,,
Glencoe,city,Volusia,,
Glenwood,city,Volusia,,
Halifax Estates,city,Volusia,,
Harbor Oaks,city,Volusia,,
Holly Hill,city,Volusia,,
Hucomer,city,Volusia,,
Isleboro,city,Volusia,,
Kalamazoo,city,Volusia,,
Lake Ashby Shores,city,Volusia,,
Lake Helen,city,Volusia,,
Lemon Bluff,city,Volusia,,
Maytown,city,Volusia,,
Mission City,city,Volusia,,
Mound Grove,city,Volusia,,
National Gardens,city,Volusia,,
New Smyrna Beach,city,Volusia,,
North DeLand,city,Volusia,,
Oak Hill,city,Volusia,,
Orange City,city,Volusia,,
Orange City Hills,city,Volusia,,
Ormond Beach,city,Volusia,,
Ormond-by-the-Sea,city,Volusia,,
Ortona,city,Volusia,,
Osteen,city,Volusia,,
Pennichaw,city,Volusia,,
Pierson,city,Volusia,,
Ponce Inlet,city,Volusia,,
Ponce Park,city,Volusia,,
Port Orange,city,Volusia,,
Samsula,city,Volusia,,
Seabreeze,city,Volusia,,
Senyah,city,Volusia,,
Seville,city,Volusia,,
South Daytona,city,Volusia,,
Tomoka Estates,city,Volusia,,
Valdez,city,Volusia,,
Volusia,city,Volusia,,
West DeLand,city,Volusia,,
Wilbur-by-the-Sea,city,Volusia,,
Arran,city,Wakulla,,
Ashmore,city,Wakulla,,
Bethel,city,Wakulla,,
Buckhorn,city,Wakulla,,
Crawfordville,city,Wakulla,,
Curtis Mill,city,Wakulla,,
Hilliardville,city,Wakulla,,
Hyde Park,city,Wakulla,,
Ivan,city,Wakulla,,
Lawhons Mill,city,Wakulla,,
Live Oak Island,city,Wakulla,,
Medart,city,Wakulla,,
Newport,city,Wakulla,,
Oak Park,city,Wakulla,,
Panacea,city,Wakulla,,
Panacea Park,city,Wakulla,,
Plum Orchard,city,Wakulla,,
Port Leon,city,Wakulla,,
Saint Marks,city,Wakulla,,
Sanborn,city,Wakulla,,
Shadeville,city,Wakulla,,
Shell Island,city,Wakulla,,
Skipper,city,Wakulla,,
Smith Creek,city,Wakulla,,
Sopchoppy,city,Wakulla,,
Spring Creek,city,Wakulla,,
Surf,city,Wakulla,,
Vereen,city,Wakulla,,
Wakulla,city,Wakulla,,
Wakulla Beach,city,Wakulla,,
Wakulla Gardens,city,Wakulla,,
Wakulla Springs,city,Wakulla,,
Alpine Heights,city,Walton,,
Argyle,city,Walton,,
Battle Ground Forks,city,Walton,,
Blue Gulf Beach,city,Walton,,
Blue Mountain Beach,city,Walton,,
Bruce,city,Walton,,
Caney Creek,city,Walton,,
Choctaw,city,Walton,,
Choctaw Beach,city,Walton,,
Clear Springs,city,Walton,,
Cluster Springs,city,Walton,,
Cosson Mill,city,Walton,,
Darlington,city,Walton,,
De Funiak Springs,city,Walton,,
Douglass Crossroads,city,Walton,,
Eucheeanna,city,Walton,,
Flowersville,city,Walton,,
Fluffy Landing,city,Walton,,
Forest Highlands,city,Walton,,
Four Mile Village,city,Walton,,
Freeport,city,Walton,,
Gaskin,city,Walton,,
Glendale,city,Walton,,
Gordon,city,Walton,,
Grayton Beach,city,Walton,,
Gulf Pines,city,Walton,,
Inlet Beach,city,Walton,,
Koerber,city,Walton,,
Lakewood,city,Walton,,
Liberty,city,Walton,,
Miller Bend,city,Walton,,
Miramar Beach,city,Walton,,
Mossy Head,city,Walton,,
New Harmony,city,Walton,,
New Home,city,Walton,,
Paxton,city,Walton,,
Piney Grove,city,Walton,,
Pleasant Grove,city,Walton,,
Pleasant Ridge,city,Walton,,
Point Washington,city,Walton,,
Pond Creek,city,Walton,,
Portland,city,Walton,,
Redbay,city,Walton,,
Rock Hill,city,Walton,,
Rosemary Beach,city,Walton,,
Santa Rosa Beach,city,Walton,,
Sconiers Mill,city,Walton,,
Seagrove Beach,city,Walton,,
Steele Church,city,Walton,,
Tang-O-Mar Beach,city,Walton,,
Villa Tasso,city,Walton,,
Bells Mill,city,Washington,,
Bradford,city,Washington,,
Brock Crossroad,city,Washington,,
Caryville,city,Washington,,
Chipley,city,Washington,,
Crystal Lake,city,Washington,,
Dixonville,city,Washington,,
Ebro,city,Washington,,
Gilberts Mill,city,Washington,,
Hinsons Crossroads,city,Washington,,
Holmes Valley,city,Washington,,
Hulaw,city,Washington,,
Johnson Crossroad,city,Washington,,
Live Oak,city,Washington,,
Millers Ferry,city,Washington,,
New Hope,city,Washington,,
Poplar Head,city,Washington,,
Red Head,city,Washington,,
Sylvania,city,Washington,,
Vernon,city,Washington,,
Wausau,city,Washington,,
Whitehead Crossroads,city,Washington,,
